Country Code,Country Name,Year,Population
IRN,"Iran, Islamic Rep.",1971,29281583.0
IRQ,Iraq,1971,10255853.0
ISL,Iceland,1971,206098.0
ISR,Israel,1971,3069000.0
ITA,Italy,1971,54073490.0
JAM,Jamaica,1971,1904281.0
JOR,Jordan,1971,1809193.0
JPN,Japan,1971,105697000.0
KAZ,Kazakhstan,1971,13250211.0
KEN,Kenya,1971,11713046.0
KGZ,Kyrgyz Republic,1971,3022300.0
KHM,Cambodia,1971,7139640.0
KIR,Kiribati,1971,51979.0
KNA,St. Kitts and Nevis,1971,44489.0
KOR,"Korea, Rep.",1971,32882704.0
LAC,Latin America & Caribbean (excluding high income),1971,263849485.0
LAO,Lao PDR,1971,2762264.0
LBN,Lebanon,1971,2354046.0
LBR,Liberia,1971,1436740.0
LBY,Libya,1971,2228142.0
LCA,St. Lucia,1971,105244.0
LCN,Latin America & Caribbean,1971,292913867.0
LDC,Least developed countries: UN classification,1971,314345051.0
LIC,Low income,1971,179681941.0
LIE,Liechtenstein,1971,21729.0
LKA,Sri Lanka,1971,12747831.0
LMC,Lower middle income,1971,1278208964.0
LMY,Low & middle income,1971,2888210757.0
LSO,Lesotho,1971,1052619.0
LTE,Late-demographic dividend,1971,1370950386.0
LTU,Lithuania,1971,3179041.0
LUX,Luxembourg,1971,342421.0
LVA,Latvia,1971,2376389.0
MAC,"Macao SAR, China",1971,248745.0
MAF,St. Martin (French part),1971,5945.0
MAR,Morocco,1971,16350883.0
MCO,Monaco,1971,23721.0
MDA,Moldova,1971,2479871.0
MDG,Madagascar,1971,6757853.0
MDV,Maldives,1971,119303.0
MEA,Middle East & North Africa,1971,142307871.0
MEX,Mexico,1971,53076366.0
MHL,Marshall Islands,1971,21305.0
MIC,Middle income,1971,2708528816.0
MKD,North Macedonia,1971,1739529.0
MLI,Mali,1971,6044524.0
MLT,Malta,1971,302700.0
MMR,Myanmar,1971,27913749.0
MNA,Middle East & North Africa (excluding high income),1971,130670746.0
MNE,Montenegro,1971,515449.0
MNG,Mongolia,1971,1317042.0
MNP,Northern Mariana Islands,1971,13423.0
MOZ,Mozambique,1971,9232655.0
MRT,Mauritania,1971,1181659.0
MUS,Mauritius,1971,839230.0
MWI,Malawi,1971,4829092.0
MYS,Malaysia,1971,11062434.0
NAC,North America,1971,229677632.0
NAM,Namibia,1971,842353.0
NCL,New Caledonia,1971,120000.0
NER,Niger,1971,4637984.0
NGA,Nigeria,1971,57296988.0
NIC,Nicaragua,1971,2481345.0
NLD,Netherlands,1971,13194497.0
NOR,Norway,1971,3903039.0
NPL,Nepal,1971,12323984.0
NRU,Nauru,1971,6669.0
NZL,New Zealand,1971,2853000.0
OED,OECD members,1971,929959388.0
OMN,Oman,1971,748968.0
OSS,Other small states,1971,11255188.0
PAK,Pakistan,1971,59734479.0
PAN,Panama,1971,1563093.0
PER,Peru,1971,13836365.0
PHL,Philippines,1971,36849678.0
PLW,Palau,1971,12051.0
PNG,Papua New Guinea,1971,2849522.0
POL,Poland,1971,32783500.0
PRE,Pre-demographic dividend,1971,245537967.0
PRI,Puerto Rico,1971,2762190.0
PRK,"Korea, Dem. People's Rep.",1971,14809518.0
PRT,Portugal,1971,8643756.0
PRY,Paraguay,1971,2535877.0
PSS,Pacific island small states,1971,1176559.0
PST,Post-demographic dividend,1971,849163924.0
PYF,French Polynesia,1971,114385.0
QAT,Qatar,1971,119413.0
ROU,Romania,1971,20461567.0
RUS,Russian Federation,1971,131155000.0
RWA,Rwanda,1971,3871428.0
SAS,South Asia,1971,730107660.0
SAU,Saudi Arabia,1971,6100631.0
SDN,Sudan,1971,10621471.0
SEN,Senegal,1971,4387532.0
SGP,Singapore,1971,2112900.0
SLB,Solomon Islands,1971,166163.0
SLE,Sierra Leone,1971,2798727.0
SLV,El Salvador,1971,3770060.0
SMR,San Marino,1971,19393.0
SOM,Somalia,1971,3472357.0
SRB,Serbia,1971,7013000.0
SSA,Sub-Saharan Africa (excluding high income),1971,298229780.0
SSD,South Sudan,1971,3575896.0
SSF,Sub-Saharan Africa,1971,298284475.0
SST,Small states,1971,17384835.0
STP,Sao Tome and Principe,1971,76344.0
SUR,Suriname,1971,369230.0
SVK,Slovak Republic,1971,4557449.0
SVN,Slovenia,1971,1738335.0
SWE,Sweden,1971,8098334.0
SWZ,Eswatini,1971,443979.0
SXM,Sint Maarten (Dutch part),1971,7372.0
SYC,Seychelles,1971,54695.0
SYR,Syrian Arab Republic,1971,6570859.0
TCA,Turks and Caicos Islands,1971,5973.0
TCD,Chad,1971,3726189.0
TEA,East Asia & Pacific (IDA & IBRD countries),1971,1133088596.0
TEC,Europe & Central Asia (IDA & IBRD countries),1971,354660485.0
TGO,Togo,1971,2185667.0
THA,Thailand,1971,37963280.0
TJK,Tajikistan,1971,3020419.0
TKM,Turkmenistan,1971,2258965.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),1971,280552945.0
TLS,Timor-Leste,1971,585250.0
TMN,Middle East & North Africa (IDA & IBRD countries),1971,130670746.0
TON,Tonga,1971,85492.0
TSA,South Asia (IDA & IBRD),1971,730107660.0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1971,298284475.0
TTO,Trinidad and Tobago,1971,955753.0
TUN,Tunisia,1971,5176290.0
TUR,Turkey,1971,35720603.0
TUV,Tuvalu,1971,5770.0
TZA,Tanzania,1971,13971698.0
UGA,Uganda,1971,9671856.0
UKR,Ukraine,1971,47435008.0
UMC,Upper middle income,1971,1430319852.0
URY,Uruguay,1971,2818283.0
USA,United States,1971,207661000.0
UZB,Uzbekistan,1971,12446444.0
VCT,St. Vincent and the Grenadines,1971,91490.0
VEN,"Venezuela, RB",1971,11745952.0
VGB,British Virgin Islands,1971,10012.0
VIR,Virgin Islands (U.S.),1971,70937.0
VNM,Vietnam,1971,44484032.0
VUT,Vanuatu,1971,88012.0
WLD,World,1971,3760516757.0
WSM,Samoa,1971,145407.0
XKX,Kosovo,1971,1247000.0
YEM,"Yemen, Rep.",1971,6290367.0
ZAF,South Africa,1971,22665265.0
ZMB,Zambia,1971,4319226.0
ZWE,Zimbabwe,1971,5476978.0
ARU,Aruba,1972,59849.0
AFE,Africa Eastern and Southern,1972,180141148.0
AFG,Afghanistan,1972,11791222.0
AFW,Africa Western and Central,1972,126218502.0
AGO,Angola,1972,6248965.0
ALB,Albania,1972,2243126.0
AND,Andorra,1972,26885.0
ARB,Arab World,1972,128598743.0
ARE,United Arab Emirates,1972,330968.0
ARG,Argentina,1972,24653172.0
ARM,Armenia,1972,2650484.0
ASM,American Samoa,1972,28564.0
ATG,Antigua and Barbuda,1972,64134.0
AUS,Australia,1972,13177000.0
AUT,Austria,1972,7544201.0
AZE,Azerbaijan,1972,5385266.0
BDI,Burundi,1972,3569655.0
BEL,Belgium,1972,9711115.0
BEN,Benin,1972,3043563.0
BFA,Burkina Faso,1972,5825174.0
BGD,Bangladesh,1972,66625706.0
BGR,Bulgaria,1972,8576200.0
BHR,Bahrain,1972,229151.0
BHS,"Bahamas, The",1972,177863.0
BIH,Bosnia and Herzegovina,1972,3851153.0
BLR,Belarus,1972,9188968.0
BLZ,Belize,1972,127152.0
BMU,Bermuda,1972,54200.0
BOL,Bolivia,1972,4682392.0
BRA,Brazil,1972,99859388.0
BRB,Barbados,1972,241523.0
BRN,Brunei Darussalam,1972,142015.0
BTN,Bhutan,1972,316822.0
BWA,Botswana,1972,667096.0
CAF,Central African Republic,1972,1867786.0
CAN,Canada,1972,22218463.0
CEB,Central Europe and the Baltics,1972,100357161.0
CHE,Switzerland,1972,6260956.0
CHI,Channel Islands,1972,123611.0
CHL,Chile,1972,10103675.0
CHN,China,1972,862030000.0
CIV,Cote d'Ivoire,1972,5576026.0
CMR,Cameroon,1972,6867170.0
COD,"Congo, Dem. Rep.",1972,21121360.0
COG,"Congo, Rep.",1972,1406510.0
COL,Colombia,1972,22516429.0
COM,Comoros,1972,239229.0
CPV,Cabo Verde,1972,271841.0
CRI,Costa Rica,1972,1944170.0
CSS,Caribbean small states,1972,5012600.0
CUB,Cuba,1972,9025347.0
CUW,Curacao,1972,147710.0
CYM,Cayman Islands,1972,10135.0
CYP,Cyprus,1972,628002.0
CZE,Czech Republic,1972,9867632.0
DEU,Germany,1972,78688452.0
DJI,Djibouti,1972,179237.0
DMA,Dominica,1972,71731.0
DNK,Denmark,1972,4991596.0
DOM,Dominican Republic,1972,4755464.0
DZA,Algeria,1972,15285992.0
EAP,East Asia & Pacific (excluding high income),1972,1176909425.0
EAR,Early-demographic dividend,1972,1309397210.0
EAS,East Asia & Pacific,1972,1355934840.0
ECA,Europe & Central Asia (excluding high income),1972,320945150.0
ECS,Europe & Central Asia,1972,749283635.0
ECU,Ecuador,1972,6429377.0
EGY,"Egypt, Arab Rep.",1972,36102670.0
EMU,Euro area,1972,290874612.0
ESP,Spain,1972,34604469.0
EST,Estonia,1972,1392518.0
ETH,Ethiopia,1972,30140799.0
EUU,European Union,1972,390995000.0
FCS,Fragile and conflict affected situations,1972,278767597.0
FIN,Finland,1972,4639657.0
FJI,Fiji,1972,542843.0
FRA,France,1972,52793151.0
FRO,Faroe Islands,1972,39915.0
FSM,"Micronesia, Fed. Sts.",1972,62275.0
GAB,Gabon,1972,611705.0
GBR,United Kingdom,1972,56086065.0
GEO,Georgia,1972,4205300.0
GHA,Ghana,1972,9229640.0
GIB,Gibraltar,1972,29353.0
GIN,Guinea,1972,4290544.0
GMB,"Gambia, The",1972,492424.0
GNB,Guinea-Bissau,1972,732516.0
GNQ,Equatorial Guinea,1972,289508.0
GRC,Greece,1972,8888628.0
GRD,Grenada,1972,93984.0
GRL,Greenland,1972,48300.0
GTM,Guatemala,1972,5723759.0
GUM,Guam,1972,87580.0
GUY,Guyana,1972,721949.0
HIC,High income,1972,869313732.0
HKG,"Hong Kong SAR, China",1972,4123600.0
HND,Honduras,1972,2882102.0
HPC,Heavily indebted poor countries (HIPC),1972,219004306.0
HRV,Croatia,1972,4450564.0
HTI,Haiti,1972,4837334.0
HUN,Hungary,1972,10398489.0
IBD,IBRD only,1972,2480636089.0
IBT,IDA & IBRD total,1972,2994908497.0
IDA,IDA total,1972,514272408.0
IDB,IDA blend,1972,163635977.0
IDN,Indonesia,1972,121017316.0
IDX,IDA only,1972,350636431.0
IMN,Isle of Man,1972,57166.0
IND,India,1972,581087255.0
IRL,Ireland,1972,3036850.0
IRN,"Iran, Islamic Rep.",1972,30075295.0
IRQ,Iraq,1972,10599661.0
ISL,Iceland,1972,209137.0
ISR,Israel,1972,3148000.0
ITA,Italy,1972,54381345.0
JAM,Jamaica,1972,1935089.0
JOR,Jordan,1972,1883923.0
JPN,Japan,1972,107188000.0
KAZ,Kazakhstan,1972,13463985.0
KEN,Kenya,1972,12146070.0
KGZ,Kyrgyz Republic,1972,3088200.0
KHM,Cambodia,1972,7302114.0
KIR,Kiribati,1972,52775.0
KNA,St. Kitts and Nevis,1972,44318.0
KOR,"Korea, Rep.",1972,33505406.0
LAC,Latin America & Caribbean (excluding high income),1972,270368419.0
LAO,Lao PDR,1972,2840842.0
LBN,Lebanon,1972,2417837.0
LBR,Liberia,1972,1474567.0
LBY,Libya,1972,2327487.0
LCA,St. Lucia,1972,106303.0
LCN,Latin America & Caribbean,1972,300028905.0
LDC,Least developed countries: UN classification,1972,321797948.0
LIC,Low income,1972,184306845.0
LIE,Liechtenstein,1972,22161.0
LKA,Sri Lanka,1972,13002234.0
LMC,Lower middle income,1972,1308581612.0
LMY,Low & middle income,1972,2955489373.0
LSO,Lesotho,1972,1077102.0
LTE,Late-demographic dividend,1972,1400911434.0
LTU,Lithuania,1972,3213622.0
LUX,Luxembourg,1972,346600.0
LVA,Latvia,1972,2395674.0
MAC,"Macao SAR, China",1972,248770.0
MAF,St. Martin (French part),1972,6156.0
MAR,Morocco,1972,16696890.0
MCO,Monaco,1972,24049.0
MDA,Moldova,1972,2515217.0
MDG,Madagascar,1972,6946619.0
MDV,Maldives,1972,123347.0
MEA,Middle East & North Africa,1972,146213398.0
MEX,Mexico,1972,54689944.0
MHL,Marshall Islands,1972,22335.0
MIC,Middle income,1972,2771182528.0
MKD,North Macedonia,1972,1754951.0
MLI,Mali,1972,6147464.0
MLT,Malta,1972,302450.0
MMR,Myanmar,1972,28570093.0
MNA,Middle East & North Africa (excluding high income),1972,134051048.0
MNE,Montenegro,1972,521785.0
MNG,Mongolia,1972,1356673.0
MNP,Northern Mariana Islands,1972,13884.0
MOZ,Mozambique,1972,9446235.0
MRT,Mauritania,1972,1217443.0
MUS,Mauritius,1972,852053.0
MWI,Malawi,1972,4958556.0
MYS,Malaysia,1972,11324277.0
NAC,North America,1972,232168663.0
NAM,Namibia,1972,868954.0
NCL,New Caledonia,1972,125500.0
NER,Niger,1972,4768225.0
NGA,Nigeria,1972,58665813.0
NIC,Nicaragua,1972,2558705.0
NLD,Netherlands,1972,13328593.0
NOR,Norway,1972,3933004.0
NPL,Nepal,1972,12583142.0
NRU,Nauru,1972,6798.0
NZL,New Zealand,1972,2903900.0
OED,OECD members,1972,940747243.0
OMN,Oman,1972,776385.0
OSS,Other small states,1972,11488070.0
PAK,Pakistan,1972,61381982.0
PAN,Panama,1972,1607797.0
PER,Peru,1972,14221954.0
PHL,Philippines,1972,37923400.0
PLW,Palau,1972,12342.0
PNG,Papua New Guinea,1972,2918138.0
POL,Poland,1972,33055650.0
PRE,Pre-demographic dividend,1972,252097876.0
PRI,Puerto Rico,1972,2817256.0
PRK,"Korea, Dem. People's Rep.",1972,15207765.0
PRT,Portugal,1972,8630430.0
PRY,Paraguay,1972,2597149.0
PSS,Pacific island small states,1972,1202128.0
PST,Post-demographic dividend,1972,857079422.0
PYF,French Polynesia,1972,118438.0
QAT,Qatar,1972,130505.0
ROU,Romania,1972,20657957.0
RUS,Russian Federation,1972,131909000.0
RWA,Rwanda,1972,3987223.0
SAS,South Asia,1972,746911710.0
SAU,Saudi Arabia,1972,6392973.0
SDN,Sudan,1972,10974626.0
SEN,Senegal,1972,4522886.0
SGP,Singapore,1972,2152400.0
SLB,Solomon Islands,1972,172550.0
SLE,Sierra Leone,1972,2854866.0
SLV,El Salvador,1972,3867310.0
SMR,San Marino,1972,19490.0
SOM,Somalia,1972,3479792.0
SRB,Serbia,1972,7053000.0
SSA,Sub-Saharan Africa (excluding high income),1972,306303621.0
SSD,South Sudan,1972,3661442.0
SSF,Sub-Saharan Africa,1972,306359650.0
SST,Small states,1972,17702798.0
STP,Sao Tome and Principe,1972,77930.0
SUR,Suriname,1972,367907.0
SVK,Slovak Republic,1972,4596622.0
SVN,Slovenia,1972,1752233.0
SWE,Sweden,1972,8122300.0
SWZ,Eswatini,1972,457039.0
SXM,Sint Maarten (Dutch part),1972,7892.0
SYC,Seychelles,1972,56029.0
SYR,Syrian Arab Republic,1972,6800148.0
TCA,Turks and Caicos Islands,1972,6156.0
TCD,Chad,1972,3815253.0
TEA,East Asia & Pacific (IDA & IBRD countries),1972,1161692236.0
TEC,Europe & Central Asia (IDA & IBRD countries),1972,358451364.0
TGO,Togo,1972,2247578.0
THA,Thailand,1972,39058594.0
TJK,Tajikistan,1972,3111284.0
TKM,Turkmenistan,1972,2324019.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),1972,287442489.0
TLS,Timor-Leste,1972,600185.0
TMN,Middle East & North Africa (IDA & IBRD countries),1972,134051048.0
TON,Tonga,1972,86327.0
TSA,South Asia (IDA & IBRD),1972,746911710.0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1972,306359650.0
TTO,Trinidad and Tobago,1972,968136.0
TUN,Tunisia,1972,5291335.0
TUR,Turkey,1972,36587267.0
TUV,Tuvalu,1972,5786.0
TZA,Tanzania,1972,14428340.0
UGA,Uganda,1972,9929644.0
UKR,Ukraine,1972,47783006.0
UMC,Upper middle income,1972,1462600916.0
URY,Uruguay,1972,2821458.0
USA,United States,1972,209896000.0
UZB,Uzbekistan,1972,12796982.0
VCT,St. Vincent and the Grenadines,1972,92511.0
VEN,"Venezuela, RB",1972,12097696.0
VGB,British Virgin Islands,1972,10210.0
VIR,Virgin Islands (U.S.),1972,76319.0
VNM,Vietnam,1972,45548476.0
VUT,Vanuatu,1972,90802.0
WLD,World,1972,3836900801.0
WSM,Samoa,1972,147295.0
XKX,Kosovo,1972,1278000.0
YEM,"Yemen, Rep.",1972,6390573.0
ZAF,South Africa,1972,23281517.0
ZMB,Zambia,1972,4466170.0
ZWE,Zimbabwe,1972,5673914.0
ARU,Aruba,1973,60236.0
AFE,Africa Eastern and Southern,1973,185376550.0
AFG,Afghanistan,1973,12108963.0
AFW,Africa Western and Central,1973,129384954.0
AGO,Angola,1973,6497283.0
ALB,Albania,1973,2296752.0
AND,Andorra,1973,28232.0
ARB,Arab World,1973,132161302.0
ARE,United Arab Emirates,1973,394625.0
ARG,Argentina,1973,25056475.0
ARM,Armenia,1973,2712780.0
ASM,American Samoa,1973,29103.0
ATG,Antigua and Barbuda,1973,63649.0
AUS,Australia,1973,13380000.0
AUT,Austria,1973,7586115.0
AZE,Azerbaijan,1973,5483088.0
BDI,Burundi,1973,3605120.0
BEL,Belgium,1973,9741720.0
BEN,Benin,1973,3113681.0
BFA,Burkina Faso,1973,5930493.0
BGD,Bangladesh,1973,67637541.0
BGR,Bulgaria,1973,8620967.0
BHR,Bahrain,1973,239527.0
BHS,"Bahamas, The",1973,181519.0
BIH,Bosnia and Herzegovina,1973,3897259.0
BLR,Belarus,1973,9257272.0
BLZ,Belize,1973,129294.0
BMU,Bermuda,1973,53800.0
BOL,Bolivia,1973,4785916.0
BRA,Brazil,1973,102259497.0
BRB,Barbados,1973,243076.0
BRN,Brunei Darussalam,1973,148516.0
BTN,Bhutan,1973,326986.0
BWA,Botswana,1973,689906.0
CAF,Central African Republic,1973,1894850.0
CAN,Canada,1973,22491777.0
CEB,Central Europe and the Baltics,1973,101112680.0
CHE,Switzerland,1973,6307347.0
CHI,Channel Islands,1973,124722.0
CHL,Chile,1973,10265827.0
CHN,China,1973,881940000.0
CIV,Cote d'Ivoire,1973,5841513.0
CMR,Cameroon,1973,7052847.0
COD,"Congo, Dem. Rep.",1973,21690448.0
COG,"Congo, Rep.",1973,1448632.0
COL,Colombia,1973,23024512.0
COM,Comoros,1973,244207.0
CPV,Cabo Verde,1973,271068.0
CRI,Costa Rica,1973,1992522.0
CSS,Caribbean small states,1973,5071912.0
CUB,Cuba,1973,9178809.0
CUW,Curacao,1973,146912.0
CYM,Cayman Islands,1973,10778.0
CYP,Cyprus,1973,635105.0
CZE,Czech Republic,1973,9922266.0
DEU,Germany,1973,78936666.0
DJI,Djibouti,1973,190569.0
DMA,Dominica,1973,71739.0
DNK,Denmark,1973,5021861.0
DOM,Dominican Republic,1973,4884460.0
DZA,Algeria,1973,15709831.0
EAP,East Asia & Pacific (excluding high income),1973,1204956207.0
EAR,Early-demographic dividend,1973,1341779503.0
EAS,East Asia & Pacific,1973,1386816705.0
ECA,Europe & Central Asia (excluding high income),1973,324422297.0
ECS,Europe & Central Asia,1973,755259488.0
ECU,Ecuador,1973,6614840.0
EGY,"Egypt, Arab Rep.",1973,36896551.0
EMU,Euro area,1973,292728242.0
ESP,Spain,1973,34988947.0
EST,Estonia,1973,1405951.0
ETH,Ethiopia,1973,31036670.0
EUU,European Union,1973,393524745.0
FCS,Fragile and conflict affected situations,1973,285961194.0
FIN,Finland,1973,4666081.0
FJI,Fiji,1973,554143.0
FRA,France,1973,53207744.0
FRO,Faroe Islands,1973,40395.0
FSM,"Micronesia, Fed. Sts.",1973,62268.0
GAB,Gabon,1973,622914.0
GBR,United Kingdom,1973,56194527.0
GEO,Georgia,1973,4242500.0
GHA,Ghana,1973,9493552.0
GIB,Gibraltar,1973,29657.0
GIN,Guinea,1973,4357357.0
GMB,"Gambia, The",1973,507428.0
GNB,Guinea-Bissau,1973,746178.0
GNQ,Equatorial Guinea,1973,277656.0
GRC,Greece,1973,8929086.0
GRD,Grenada,1973,93661.0
GRL,Greenland,1973,49000.0
GTM,Guatemala,1973,5858466.0
GUM,Guam,1973,89459.0
GUY,Guyana,1973,729909.0
HIC,High income,1973,877805133.0
HKG,"Hong Kong SAR, China",1973,4241600.0
HND,Honduras,1973,2968978.0
HPC,Heavily indebted poor countries (HIPC),1973,224905337.0
HRV,Croatia,1973,4470161.0
HTI,Haiti,1973,4918625.0
HUN,Hungary,1973,10432055.0
IBD,IBRD only,1973,2535259156.0
IBT,IDA & IBRD total,1973,3062459678.0
IDA,IDA total,1973,527200522.0
IDB,IDA blend,1973,168129765.0
IDN,Indonesia,1973,124199693.0
IDX,IDA only,1973,359070757.0
IMN,Isle of Man,1973,57919.0
IND,India,1973,594770136.0
IRL,Ireland,1973,3085950.0
IRN,"Iran, Islamic Rep.",1973,30905721.0
IRQ,Iraq,1973,10950888.0
ISL,Iceland,1973,212317.0
ISR,Israel,1973,3278000.0
ITA,Italy,1973,54751406.0
JAM,Jamaica,1973,1966978.0
JOR,Jordan,1973,1948443.0
JPN,Japan,1973,108707000.0
KAZ,Kazakhstan,1973,13673014.0
KEN,Kenya,1973,12600799.0
KGZ,Kyrgyz Republic,1973,3153800.0
KHM,Cambodia,1973,7449233.0
KIR,Kiribati,1973,53558.0
KNA,St. Kitts and Nevis,1973,44304.0
KOR,"Korea, Rep.",1973,34103149.0
LAC,Latin America & Caribbean (excluding high income),1973,276956213.0
LAO,Lao PDR,1973,2919288.0
LBN,Lebanon,1973,2481943.0
LBR,Liberia,1973,1514364.0
LBY,Libya,1973,2430754.0
LCA,St. Lucia,1973,107311.0
LCN,Latin America & Caribbean,1973,307224818.0
LDC,Least developed countries: UN classification,1973,329357734.0
LIC,Low income,1973,189035415.0
LIE,Liechtenstein,1973,22560.0
LKA,Sri Lanka,1973,13252033.0
LMC,Lower middle income,1973,1339744791.0
LMY,Low & middle income,1973,3022725529.0
LSO,Lesotho,1973,1102885.0
LTE,Late-demographic dividend,1973,1429901917.0
LTU,Lithuania,1973,3244438.0
LUX,Luxembourg,1973,350450.0
LVA,Latvia,1973,2415819.0
MAC,"Macao SAR, China",1973,246945.0
MAF,St. Martin (French part),1973,6370.0
MAR,Morocco,1973,17048525.0
MCO,Monaco,1973,24445.0
MDA,Moldova,1973,2549760.0
MDG,Madagascar,1973,7142634.0
MDV,Maldives,1973,127700.0
MEA,Middle East & North Africa,1973,150292311.0
MEX,Mexico,1973,56324310.0
MHL,Marshall Islands,1973,23440.0
MIC,Middle income,1973,2833690114.0
MKD,North Macedonia,1973,1769002.0
MLI,Mali,1973,6256191.0
MLT,Malta,1973,302200.0
MMR,Myanmar,1973,29238168.0
MNA,Middle East & North Africa (excluding high income),1973,137511232.0
MNE,Montenegro,1973,530220.0
MNG,Mongolia,1973,1397305.0
MNP,Northern Mariana Islands,1973,14322.0
MOZ,Mozambique,1973,9668655.0
MRT,Mauritania,1973,1254156.0
MUS,Mauritius,1973,864819.0
MWI,Malawi,1973,5093368.0
MYS,Malaysia,1973,11592638.0
NAC,North America,1973,234454577.0
NAM,Namibia,1973,896264.0
NCL,New Caledonia,1973,128500.0
NER,Niger,1973,4902151.0
NGA,Nigeria,1973,60114615.0
NIC,Nicaragua,1973,2638699.0
NLD,Netherlands,1973,13439322.0
NOR,Norway,1973,3960612.0
NPL,Nepal,1973,12852205.0
NRU,Nauru,1973,6929.0
NZL,New Zealand,1973,2961300.0
OED,OECD members,1973,951245160.0
OMN,Oman,1973,806985.0
OSS,Other small states,1973,11725338.0
PAK,Pakistan,1973,63099404.0
PAN,Panama,1973,1653208.0
PER,Peru,1973,14615847.0
PHL,Philippines,1973,39022759.0
PLW,Palau,1973,12625.0
PNG,Papua New Guinea,1973,2989201.0
POL,Poland,1973,33357200.0
PRE,Pre-demographic dividend,1973,258953399.0
PRI,Puerto Rico,1973,2878786.0
PRK,"Korea, Dem. People's Rep.",1973,15593353.0
PRT,Portugal,1973,8633100.0
PRY,Paraguay,1973,2659418.0
PSS,Pacific island small states,1973,1227653.0
PST,Post-demographic dividend,1973,864609745.0
PYF,French Polynesia,1973,122641.0
QAT,Qatar,1973,142181.0
ROU,Romania,1973,20835681.0
RUS,Russian Federation,1973,132669000.0
RWA,Rwanda,1973,4106411.0
SAS,South Asia,1973,764174968.0
SAU,Saudi Arabia,1973,6711922.0
SDN,Sudan,1973,11343923.0
SEN,Senegal,1973,4660726.0
SGP,Singapore,1973,2193000.0
SLB,Solomon Islands,1973,179306.0
SLE,Sierra Leone,1973,2913347.0
SLV,El Salvador,1973,3964273.0
SMR,San Marino,1973,19561.0
SOM,Somalia,1973,3512626.0
SRB,Serbia,1973,7091000.0
SSA,Sub-Saharan Africa (excluding high income),1973,314704612.0
SSD,South Sudan,1973,3750780.0
SSF,Sub-Saharan Africa,1973,314761504.0
SST,Small states,1973,18024903.0
STP,Sao Tome and Principe,1973,79463.0
SUR,Suriname,1973,364907.0
SVK,Slovak Republic,1973,4641445.0
SVN,Slovenia,1973,1766697.0
SWE,Sweden,1973,8136312.0
SWZ,Eswatini,1973,470561.0
SXM,Sint Maarten (Dutch part),1973,8429.0
SYC,Seychelles,1973,56892.0
SYR,Syrian Arab Republic,1973,7037860.0
TCA,Turks and Caicos Islands,1973,6380.0
TCD,Chad,1973,3907891.0
TEA,East Asia & Pacific (IDA & IBRD countries),1973,1189353305.0
TEC,Europe & Central Asia (IDA & IBRD countries),1973,362249658.0
TGO,Togo,1973,2303344.0
THA,Thailand,1973,40159581.0
TJK,Tajikistan,1973,3203035.0
TKM,Turkmenistan,1973,2390212.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),1973,294409011.0
TLS,Timor-Leste,1973,614264.0
TMN,Middle East & North Africa (IDA & IBRD countries),1973,137511232.0
TON,Tonga,1973,86958.0
TSA,South Asia (IDA & IBRD),1973,764174968.0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1973,314761504.0
TTO,Trinidad and Tobago,1973,982006.0
TUN,Tunisia,1973,5409338.0
TUR,Turkey,1973,37472329.0
TUV,Tuvalu,1973,5819.0
TZA,Tanzania,1973,14902271.0
UGA,Uganda,1973,10186452.0
UKR,Ukraine,1973,48125829.0
UMC,Upper middle income,1973,1493945323.0
URY,Uruguay,1973,2822112.0
USA,United States,1973,211909000.0
UZB,Uzbekistan,1973,13140797.0
VCT,St. Vincent and the Grenadines,1973,93559.0
VEN,"Venezuela, RB",1973,12453709.0
VGB,British Virgin Islands,1973,10391.0
VIR,Virgin Islands (U.S.),1973,84121.0
VNM,Vietnam,1973,46603522.0
VUT,Vanuatu,1973,93749.0
WLD,World,1973,3912984371.0
WSM,Samoa,1973,148858.0
XKX,Kosovo,1973,1308000.0
YEM,"Yemen, Rep.",1973,6500809.0
ZAF,South Africa,1973,23913090.0
ZMB,Zambia,1973,4619549.0
ZWE,Zimbabwe,1973,5877725.0
ARU,Aruba,1974,60527.0
AFE,Africa Eastern and Southern,1974,190800796.0
AFG,Afghanistan,1974,12412960.0
AFW,Africa Western and Central,1974,132699537.0
AGO,Angola,1974,6761623.0
ALB,Albania,1974,2350124.0
AND,Andorra,1974,29515.0
ARB,Arab World,1974,135952270.0
ARE,United Arab Emirates,1974,467457.0
ARG,Argentina,1974,25462305.0
ARM,Armenia,1974,2773750.0
ASM,American Samoa,1974,29595.0
ATG,Antigua and Barbuda,1974,63108.0
AUS,Australia,1974,13723000.0
AUT,Austria,1974,7599038.0
AZE,Azerbaijan,1974,5579071.0
BDI,Burundi,1974,3646428.0
BEL,Belgium,1974,9772419.0
BEN,Benin,1974,3187413.0
BFA,Burkina Faso,1974,6040045.0
BGD,Bangladesh,1974,68742222.0
BGR,Bulgaria,1974,8678745.0
BHR,Bahrain,1974,251908.0
BHS,"Bahamas, The",1974,185105.0
