Primary Key,Country Code,Country Name,Year,Population
1988,MIC,Middle income,1967,2463391488
1989,MKD,North Macedonia,1967,1644949
1990,MLI,Mali,1967,5706192
1991,MLT,Malta,1967,311550
1992,MMR,Myanmar,1967,25410054
1993,MNA,Middle East & North Africa (excluding high income),1967,117503838
1994,MNE,Montenegro,1967,522796
1995,MNG,Mongolia,1967,1173186
1996,MNP,Northern Mariana Islands,1967,11723
1997,MOZ,Mozambique,1967,8417698
1998,MRT,Mauritania,1967,1047345
1999,MUS,Mauritius,1967,783917
2000,MWI,Malawi,1967,4350456
2001,MYS,Malaysia,1967,10046321
2002,NAC,North America,1967,219176000
2003,NAM,Namibia,1967,753683
2004,NCL,New Caledonia,1967,96500
2005,NER,Niger,1967,4144588
2006,NGA,Nigeria,1967,52342231
2007,NIC,Nicaragua,1967,2197303
2008,NLD,Netherlands,1967,12598201
2009,NOR,Norway,1967,3784539
2010,NPL,Nepal,1967,11382965
2011,NRU,Nauru,1967,6221
2012,NZL,New Zealand,1967,2724100
2013,OED,OECD members,1967,887433263
2014,OMN,Oman,1967,660117
2015,OSS,Other small states,1967,10406007
2016,PAK,Pakistan,1967,53655783
2017,PAN,Panama,1967,1393824
2018,PER,Peru,1967,12386868
2019,PHL,Philippines,1967,32823970
2020,PLW,Palau,1967,11329
2021,PNG,Papua New Guinea,1967,2596820
2022,POL,Poland,1967,31987155
2023,PRE,Pre-demographic dividend,1967,221539857
2024,PRI,Puerto Rico,1967,2645674
2025,PRK,"Korea, Dem. People's Rep.",1967,13222703
2026,PRT,Portugal,1967,8874520
2027,PRY,Paraguay,1967,2290797
2028,PSS,Pacific island small states,1967,1071166
2029,PST,Post-demographic dividend,1967,817179925
2030,PYF,French Polynesia,1967,99990
2031,QAT,Qatar,1967,86298
2032,ROU,Romania,1967,19534242
2033,RUS,Russian Federation,1967,128196000
2034,RWA,Rwanda,1967,3420897
2035,SAS,South Asia,1967,666908586
2036,SAU,Saudi Arabia,1967,5195124
2037,SDN,Sudan,1967,9337662
2038,SEN,Senegal,1967,3899648
2039,SGP,Singapore,1967,1977600
2040,SLB,Solomon Islands,1967,145319
2041,SLE,Sierra Leone,1967,2596798
2042,SLV,El Salvador,1967,3387384
2043,SMR,San Marino,1967,18309
2044,SOM,Somalia,1967,3227835
2045,SRB,Serbia,1967,6880000
2046,SSA,Sub-Saharan Africa (excluding high income),1967,269022493
2047,SSD,South Sudan,1967,3268392
2048,SSF,Sub-Saharan Africa,1967,269072404
2049,SST,Small states,1967,16189729
2050,STP,Sao Tome and Principe,1967,68039
2051,SUR,Suriname,1967,347673
2052,SVK,Slovak Republic,1967,4449367
2053,SVN,Slovenia,1967,1689528
2054,SWE,Sweden,1967,7867931
2055,SWZ,Eswatini,1967,394760
2056,SXM,Sint Maarten (Dutch part),1967,5362
2057,SYC,Seychelles,1967,49911
2058,SYR,Syrian Arab Republic,1967,5740702
2059,TCA,Turks and Caicos Islands,1967,5766
2060,TCD,Chad,1967,3434817
2061,TEA,East Asia & Pacific (IDA & IBRD countries),1967,1017110642
2062,TEC,Europe & Central Asia (IDA & IBRD countries),1967,339692825
2063,TGO,Togo,1967,1855450
2064,THA,Thailand,1967,33778804
2065,TJK,Tajikistan,1967,2662257
2066,TKM,Turkmenistan,1967,2011762
2067,TLA,Latin America & the Caribbean (IDA & IBRD countries),1967,253607485
2068,TLS,Timor-Leste,1967,538906
2069,TMN,Middle East & North Africa (IDA & IBRD countries),1967,117503838
2070,TON,Tonga,1967,79034
2071,TSA,South Asia (IDA & IBRD),1967,666908586
2072,TSS,Sub-Saharan Africa (IDA & IBRD countries),1967,269072404
2073,TTO,Trinidad and Tobago,1967,925233
2074,TUN,Tunisia,1967,4740526
2075,TUR,Turkey,1967,32477994
2076,TUV,Tuvalu,1967,5510
2077,TZA,Tanzania,1967,12348188
2078,UGA,Uganda,1967,8550444
2079,UKR,Ukraine,1967,46063219
2080,UMC,Upper middle income,1967,1299468908
2081,URY,Uruguay,1967,2750091
2082,USA,United States,1967,198712000
2083,UZB,Uzbekistan,1967,10889499
2084,VCT,St. Vincent and the Grenadines,1967,87779
2085,VEN,"Venezuela, RB",1967,10359741
2086,VGB,British Virgin Islands,1967,9213
2087,VIR,Virgin Islands (U.S.),1967,49100
2088,VNM,Vietnam,1967,40072951
2089,VUT,Vanuatu,1967,78505
2090,WLD,World,1967,3461619724
2091,WSM,Samoa,1967,134181
2092,XKX,Kosovo,1967,1135000
2093,YEM,"Yemen, Rep.",1967,5907873
2094,ZAF,South Africa,1967,20406863
2095,ZMB,Zambia,1967,3797877
2096,ZWE,Zimbabwe,1967,4779825
2097,ARU,Aruba,1968,58377
2098,AFE,Africa Eastern and Southern,1968,161156430
2099,AFG,Afghanistan,1968,10637064
2100,AFW,Africa Western and Central,1968,114781116
2101,AGO,Angola,1968,5771973
2102,ALB,Albania,1968,2022272
2103,AND,Andorra,1968,21886
2104,ARB,Arab World,1968,115136161
2105,ARE,United Arab Emirates,1968,182620
2106,ARG,Argentina,1968,23168268
2107,ARM,Armenia,1968,2401142
2108,ASM,American Samoa,1968,25980
2109,ATG,Antigua and Barbuda,1968,62523
2110,AUS,Australia,1968,12009000
2111,AUT,Austria,1968,7415403
2112,AZE,Azerbaijan,1968,4960237
2113,BDI,Burundi,1968,3336930
2114,BEL,Belgium,1968,9618756
2115,BEN,Benin,1968,2791588
2116,BFA,Burkina Faso,1968,5434046
2117,BGD,Bangladesh,1968,60918452
2118,BGR,Bulgaria,1968,8369603
2119,BHR,Bahrain,1968,200652
2120,BHS,"Bahamas, The",1968,158648
2121,BIH,Bosnia and Herzegovina,1968,3675448
2122,BLR,Belarus,1968,8874552
2123,BLZ,Belize,1968,116065
2124,BMU,Bermuda,1968,53000
2125,BOL,Bolivia,1968,4297522
2126,BRA,Brazil,1968,90387079
2127,BRB,Barbados,1968,237241
2128,BRN,Brunei Darussalam,1968,117897
2129,BTN,Bhutan,1968,278731
2130,BWA,Botswana,1968,596946
2131,CAF,Central African Republic,1968,1744198
2132,CAN,Canada,1968,20744000
2133,CEB,Central Europe and the Baltics,1968,97884022
2134,CHE,Switzerland,1968,6067714
2135,CHI,Channel Islands,1968,118725
2136,CHL,Chile,1968,9468851
2137,CHN,China,1968,774510000
2138,CIV,Cote d'Ivoire,1968,4713134
2139,CMR,Cameroon,1968,6201410
2140,COD,"Congo, Dem. Rep.",1968,18913874
2141,COG,"Congo, Rep.",1968,1253761
2142,COL,Colombia,1968,20393704
2143,COM,Comoros,1968,220574
2144,CPV,Cabo Verde,1968,256169
2145,CRI,Costa Rica,1968,1747690
2146,CSS,Caribbean small states,1968,4773890
2147,CUB,Cuba,1968,8413549
2148,CUW,Curacao,1968,140298
2149,CYM,Cayman Islands,1968,8638
2150,CYP,Cyprus,1968,598495
2151,CZE,Czech Republic,1968,9876346
2152,DEU,Germany,1968,77294314
2153,DJI,Djibouti,1968,140462
2154,DMA,Dominica,1968,69034
2155,DNK,Denmark,1968,4864883
2156,DOM,Dominican Republic,1968,4247559
2157,DZA,Algeria,1968,13663581
2158,EAP,East Asia & Pacific (excluding high income),1968,1057848841
2159,EAR,Early-demographic dividend,1968,1187474694
2160,EAS,East Asia & Pacific,1968,1224481196
2161,ECA,Europe & Central Asia (excluding high income),1968,306934517
2162,ECS,Europe & Central Asia,1968,725725300
2163,ECU,Ecuador,1968,5725462
2164,EGY,"Egypt, Arab Rep.",1968,32881852
2165,EMU,Euro area,1968,283866408
2166,ESP,Spain,1968,33113134
2167,EST,Estonia,1968,1331214
2168,ETH,Ethiopia,1968,26944386
2169,EUU,European Union,1968,381605442
2170,FCS,Fragile and conflict affected situations,1968,252116419
2171,FIN,Finland,1968,4626469
2172,FJI,Fiji,1968,498944
2173,FRA,France,1968,51175507
2174,FRO,Faroe Islands,1968,38131
2175,FSM,"Micronesia, Fed. Sts.",1968,58386
2176,GAB,Gabon,1968,565763
2177,GBR,United Kingdom,1968,55211700
2178,GEO,Georgia,1968,4042300
2179,GHA,Ghana,1968,8321773
2180,GIB,Gibraltar,1968,27693
2181,GIN,Guinea,1968,4013050
2182,GMB,"Gambia, The",1968,438590
2183,GNB,Guinea-Bissau,1968,680431
2184,GNQ,Equatorial Guinea,1968,299416
2185,GRC,Greece,1968,8740765
2186,GRD,Grenada,1968,94929
2187,GRL,Greenland,1968,43400
2188,GTM,Guatemala,1968,5184095
2189,GUM,Guam,1968,80212
2190,GUY,Guyana,1968,686144
2191,HIC,High income,1968,833895491
2192,HKG,"Hong Kong SAR, China",1968,3802700
2193,HND,Honduras,1968,2560723
2194,HPC,Heavily indebted poor countries (HIPC),1968,197119416
2195,HRV,Croatia,1968,4365628
2196,HTI,Haiti,1968,4509811
2197,HUN,Hungary,1968,10255815
2198,IBD,IBRD only,1968,2262350288
2199,IBT,IDA & IBRD total,1968,2726850543
2200,IDA,IDA total,1968,464500255
2201,IDB,IDA blend,1968,147154758
2202,IDN,Indonesia,1968,108779926
2203,IDX,IDA only,1968,317345497
2204,IMN,Isle of Man,1968,53252
2205,IND,India,1968,531513834
2206,IRL,Ireland,1968,2915550
2207,IRN,"Iran, Islamic Rep.",1968,27032576
2208,IRQ,Iraq,1968,9260687
2209,ISL,Iceland,1968,201488
2210,ISR,Israel,1968,2803000
2211,ITA,Italy,1968,53235750
2212,JAM,Jamaica,1968,1825873
2213,JOR,Jordan,1968,1500168
2214,JPN,Japan,1968,101011000
2215,KAZ,Kazakhstan,1968,12611432
2216,KEN,Kenya,1968,10539909
2217,KGZ,Kyrgyz Republic,1968,2818300
2218,KHM,Cambodia,1968,6779778
2219,KIR,Kiribati,1968,49354
2220,KNA,St. Kitts and Nevis,1968,46399
2221,KOR,"Korea, Rep.",1968,30838302
2222,LAC,Latin America & Caribbean (excluding high income),1968,244674060
2223,LAO,Lao PDR,1968,2556845
2224,LBN,Lebanon,1968,2210769
2225,LBR,Liberia,1968,1333980
2226,LBY,Libya,1968,1958909
2227,LCA,St. Lucia,1968,101028
2228,LCN,Latin America & Caribbean,1968,272006857
2229,LDC,Least developed countries: UN classification,1968,292046003
2230,LIC,Low income,1968,166378127
2231,LIE,Liechtenstein,1968,20237
2232,LKA,Sri Lanka,1968,11937607
2233,LMC,Lower middle income,1968,1191458095
2234,LMY,Low & middle income,1968,2688185221
2235,LSO,Lesotho,1968,983683
2236,LTE,Late-demographic dividend,1968,1277803242
2237,LTU,Lithuania,1968,3078850
2238,LUX,Luxembourg,1968,335850
2239,LVA,Latvia,1968,2323619
2240,MAC,"Macao SAR, China",1968,233002
2241,MAF,St. Martin (French part),1968,5194
2242,MAR,Morocco,1968,15307267
2243,MCO,Monaco,1968,23295
2244,MDA,Moldova,1968,2377848
2245,MDG,Madagascar,1968,6234468
2246,MDV,Maldives,1968,109893
2247,MEA,Middle East & North Africa,1968,131026902
2248,MEX,Mexico,1968,48431971
2249,MHL,Marshall Islands,1968,18966
2250,MIC,Middle income,1968,2521807094
2251,MKD,North Macedonia,1968,1672399
2252,MLI,Mali,1968,5780836
2253,MLT,Malta,1968,307900
2254,MMR,Myanmar,1968,26015239
2255,MNA,Middle East & North Africa (excluding high income),1968,120739199
2256,MNE,Montenegro,1968,517481
2257,MNG,Mongolia,1968,1207104
2258,MNP,Northern Mariana Islands,1968,12135
2259,MOZ,Mozambique,1968,8614445
2260,MRT,Mauritania,1968,1079580
2261,MUS,Mauritius,1968,798413
2262,MWI,Malawi,1968,4464427
2263,MYS,Malaysia,1968,10297983
2264,NAC,North America,1968,221503000
2265,NAM,Namibia,1968,773428
2266,NCL,New Caledonia,1968,99500
2267,NER,Niger,1968,4263925
2268,NGA,Nigeria,1968,53506201
2269,NIC,Nicaragua,1968,2264623
2270,NLD,Netherlands,1968,12729721
2271,NOR,Norway,1968,3816486
2272,NPL,Nepal,1968,11603921
2273,NRU,Nauru,1968,6343
2274,NZL,New Zealand,1968,2748100
2275,OED,OECD members,1968,897619456
2276,OMN,Oman,1968,679592
2277,OSS,Other small states,1968,10606217
2278,PAK,Pakistan,1968,55102690
2279,PAN,Panama,1968,1434676
2280,PER,Peru,1968,12735491
2281,PHL,Philippines,1968,33795203
2282,PLW,Palau,1968,11460
2283,PNG,Papua New Guinea,1968,2656636
2284,POL,Poland,1968,32294655
2285,PRE,Pre-demographic dividend,1968,227201766
2286,PRI,Puerto Rico,1968,2662064
2287,PRK,"Korea, Dem. People's Rep.",1968,13609976
2288,PRT,Portugal,1968,8836650
2289,PRY,Paraguay,1968,2351926
2290,PSS,Pacific island small states,1968,1098151
2291,PST,Post-demographic dividend,1968,824733296
2292,PYF,French Polynesia,1968,103329
2293,QAT,Qatar,1968,93206
2294,ROU,Romania,1968,19799831
2295,RUS,Russian Federation,1968,128928000
2296,RWA,Rwanda,1968,3529839
2297,SAS,South Asia,1968,682102192
2298,SAU,Saudi Arabia,1968,5387822
2299,SDN,Sudan,1968,9639846
2300,SEN,Senegal,1968,4014107
2301,SGP,Singapore,1968,2012000
2302,SLB,Solomon Islands,1968,149887
2303,SLE,Sierra Leone,1968,2644011
2304,SLV,El Salvador,1968,3481624
2305,SMR,San Marino,1968,18668
2306,SOM,Somalia,1968,3312735
2307,SRB,Serbia,1968,6915000
2308,SSA,Sub-Saharan Africa (excluding high income),1968,275886412
2309,SSD,South Sudan,1968,3340426
2310,SSF,Sub-Saharan Africa,1968,275937546
2311,SST,Small states,1968,16478258
2312,STP,Sao Tome and Principe,1968,70258
2313,SUR,Suriname,1968,356551
2314,SVK,Slovak Republic,1968,4483915
2315,SVN,Slovenia,1968,1704546
2316,SWE,Sweden,1968,7912273
2317,SWZ,Eswatini,1968,406508
2318,SXM,Sint Maarten (Dutch part),1968,5857
2319,SYC,Seychelles,1968,51134
2320,SYR,Syrian Arab Republic,1968,5935850
2321,TCA,Turks and Caicos Islands,1968,5746
2322,TCD,Chad,1968,3499370
2323,TEA,East Asia & Pacific (IDA & IBRD countries),1968,1044230688
2324,TEC,Europe & Central Asia (IDA & IBRD countries),1968,343594800
2325,TGO,Togo,1968,1945777
2326,THA,Thailand,1968,34791418
2327,TJK,Tajikistan,1968,2750932
2328,TKM,Turkmenistan,1968,2071793
2329,TLA,Latin America & the Caribbean (IDA & IBRD countries),1968,260246118
2330,TLS,Timor-Leste,1968,548817
2331,TMN,Middle East & North Africa (IDA & IBRD countries),1968,120739199
2332,TON,Tonga,1968,81076
2333,TSA,South Asia (IDA & IBRD),1968,682102192
2334,TSS,Sub-Saharan Africa (IDA & IBRD countries),1968,275937546
2335,TTO,Trinidad and Tobago,1968,930792
2336,TUN,Tunisia,1968,4845220
2337,TUR,Turkey,1968,33256465
2338,TUV,Tuvalu,1968,5598
2339,TZA,Tanzania,1968,12725519
2340,UGA,Uganda,1968,8841156
2341,UKR,Ukraine,1968,46411816
2342,UMC,Upper middle income,1968,1330348999
2343,URY,Uruguay,1968,2774761
2344,USA,United States,1968,200706000
2345,UZB,Uzbekistan,1968,11294666
2346,VCT,St. Vincent and the Grenadines,1968,88663
2347,VEN,"Venezuela, RB",1968,10702281
2348,VGB,British Virgin Islands,1968,9427
2349,VIR,Virgin Islands (U.S.),1968,55700
2350,VNM,Vietnam,1968,41193588
2351,VUT,Vanuatu,1968,80653
2352,WLD,World,1968,3532782993
2353,WSM,Samoa,1968,137484
2354,XKX,Kosovo,1968,1163000
2355,YEM,"Yemen, Rep.",1968,6001858
2356,ZAF,South Africa,1968,20942147
2357,ZMB,Zambia,1968,3918872
2358,ZWE,Zimbabwe,1968,4941901
2359,ARU,Aruba,1969,58734
2360,AFE,Africa Eastern and Southern,1969,165611760
2361,AFG,Afghanistan,1969,10893772
2362,AFW,Africa Western and Central,1969,117468741
2363,AGO,Angola,1969,5803677
2364,ALB,Albania,1969,2081695
2365,AND,Andorra,1969,23053
2366,ARB,Arab World,1969,118437193
2367,ARE,United Arab Emirates,1969,203103
2368,ARG,Argentina,1969,23517613
2369,ARM,Armenia,1969,2462938
2370,ASM,American Samoa,1969,26698
2371,ATG,Antigua and Barbuda,1969,63553
2372,AUS,Australia,1969,12263000
2373,AUT,Austria,1969,7441055
2374,AZE,Azerbaijan,1969,5071930
2375,BDI,Burundi,1969,3413909
2376,BEL,Belgium,1969,9646032
2377,BEN,Benin,1969,2850657
2378,BFA,Burkina Faso,1969,5528172
2379,BGD,Bangladesh,1969,62679765
2380,BGR,Bulgaria,1969,8434172
2381,BHR,Bahrain,1969,206037
2382,BHS,"Bahamas, The",1969,164265
2383,BIH,Bosnia and Herzegovina,1969,3717476
2384,BLR,Belarus,1969,8960304
2385,BLZ,Belize,1969,119269
2386,BMU,Bermuda,1969,54000
2387,BOL,Bolivia,1969,4389248
2388,BRA,Brazil,1969,92746607
2389,BRB,Barbados,1969,237963
2390,BRN,Brunei Darussalam,1969,123596
2391,BTN,Bhutan,1969,287886
2392,BWA,Botswana,1969,611297
2393,CAF,Central African Republic,1969,1778870
2394,CAN,Canada,1969,21028000
2395,CEB,Central Europe and the Baltics,1969,98606630
2396,CHE,Switzerland,1969,6136387
2397,CHI,Channel Islands,1969,119975
2398,CHL,Chile,1969,9625304
2399,CHN,China,1969,796025000
2400,CIV,Cote d'Ivoire,1969,4897470
2401,CMR,Cameroon,1969,6357096
2402,COD,"Congo, Dem. Rep.",1969,19459818
2403,COG,"Congo, Rep.",1969,1289519
2404,COL,Colombia,1969,20942453
2405,COM,Comoros,1969,225324
2406,CPV,Cabo Verde,1969,263461
2407,CRI,Costa Rica,1969,1797891
2408,CSS,Caribbean small states,1969,4833839
2409,CUB,Cuba,1969,8561391
2410,CUW,Curacao,1969,142581
2411,CYM,Cayman Islands,1969,8833
2412,CYP,Cyprus,1969,606121
2413,CZE,Czech Republic,1969,9896580
2414,DEU,Germany,1969,77909682
2415,DJI,Djibouti,1969,149889
2416,DMA,Dominica,1969,70214
2417,DNK,Denmark,1969,4891860
2418,DOM,Dominican Republic,1969,4373127
2419,DZA,Algeria,1969,14061724
2420,EAP,East Asia & Pacific (excluding high income),1969,1087054621
2421,EAR,Early-demographic dividend,1969,1216839339
2422,EAS,East Asia & Pacific,1969,1256501888
2423,ECA,Europe & Central Asia (excluding high income),1969,310433036
2424,ECS,Europe & Central Asia,1969,731903738
2425,ECU,Ecuador,1969,5895368
2426,EGY,"Egypt, Arab Rep.",1969,33703127
2427,EMU,Euro area,1969,285778639
2428,ESP,Spain,1969,33441054
2429,EST,Estonia,1969,1345249
2430,ETH,Ethiopia,1969,27652715
2431,EUU,European Union,1969,384216977
2432,FCS,Fragile and conflict affected situations,1969,258473157
2433,FIN,Finland,1969,4623785
2434,FJI,Fiji,1969,509708
2435,FRA,France,1969,51561833
2436,FRO,Faroe Islands,1969,38560
2437,FSM,"Micronesia, Fed. Sts.",1969,60146
2438,GAB,Gabon,1969,577644
2439,GBR,United Kingdom,1969,55441750
2440,GEO,Georgia,1969,4080300
2441,GHA,Ghana,1969,8520018
2442,GIB,Gibraltar,1969,28165
2443,GIN,Guinea,1969,4084601
2444,GMB,"Gambia, The",1969,451228
2445,GNB,Guinea-Bissau,1969,692407
2446,GNQ,Equatorial Guinea,1969,304000
2447,GRC,Greece,1969,8772764
2448,GRD,Grenada,1969,94723
2449,GRL,Greenland,1969,44900
2450,GTM,Guatemala,1969,5320100
2451,GUM,Guam,1969,82040
2452,GUY,Guyana,1969,695743
2453,HIC,High income,1969,842260894
2454,HKG,"Hong Kong SAR, China",1969,3863900
2455,HND,Honduras,1969,2637515
2456,HPC,Heavily indebted poor countries (HIPC),1969,202329958
2457,HRV,Croatia,1969,4391490
2458,HTI,Haiti,1969,4593666
2459,HUN,Hungary,1969,10298723
2460,IBD,IBRD only,1969,2315407668
2461,IBT,IDA & IBRD total,1969,2792171255
2462,IDA,IDA total,1969,476763587
2463,IDB,IDA blend,1969,151087339
2464,IDN,Indonesia,1969,111758566
2465,IDX,IDA only,1969,325676248
2466,IMN,Isle of Man,1969,54378
2467,IND,India,1969,543084333
2468,IRL,Ireland,1969,2932650
2469,IRN,"Iran, Islamic Rep.",1969,27764928
2470,IRQ,Iraq,1969,9585585
2471,ISL,Iceland,1969,203369
2472,ISR,Israel,1969,2877000
2473,ITA,Italy,1969,53537950
2474,JAM,Jamaica,1969,1849658
2475,JOR,Jordan,1969,1617427
2476,JPN,Japan,1969,102219000
2477,KAZ,Kazakhstan,1969,12824614
2478,KEN,Kenya,1969,10910677
2479,KGZ,Kyrgyz Republic,1969,2894800
2480,KHM,Cambodia,1969,6880623
2481,KIR,Kiribati,1969,50267
2482,KNA,St. Kitts and Nevis,1969,45529
2483,KOR,"Korea, Rep.",1969,31544266
2484,LAC,Latin America & Caribbean (excluding high income),1969,250999444
2485,LAO,Lao PDR,1969,2620448
2486,LBN,Lebanon,1969,2250454
2487,LBR,Liberia,1969,1366500
2488,LBY,Libya,1969,2043820
2489,LCA,St. Lucia,1969,102599
2490,LCN,Latin America & Caribbean,1969,278898334
2491,LDC,Least developed countries: UN classification,1969,299473694
2492,LIC,Low income,1969,170716523
2493,LIE,Liechtenstein,1969,20766
2494,LKA,Sri Lanka,1969,12214948
2495,LMC,Lower middle income,1969,1219673698
2496,LMY,Low & middle income,1969,2753244603
2497,LSO,Lesotho,1969,1005911
2498,LTE,Late-demographic dividend,1969,1308225875
2499,LTU,Lithuania,1969,3107321
2500,LUX,Luxembourg,1969,337500
2501,LVA,Latvia,1969,2343173
2502,MAC,"Macao SAR, China",1969,240837
2503,MAF,St. Martin (French part),1969,5461
2504,MAR,Morocco,1969,15656846
2505,MCO,Monaco,1969,23348
2506,MDA,Moldova,1969,2411588
2507,MDG,Madagascar,1969,6401920
2508,MDV,Maldives,1969,112582
2509,MEA,Middle East & North Africa,1969,134704201
2510,MEX,Mexico,1969,49945278
2511,MHL,Marshall Islands,1969,19617
2512,MIC,Middle income,1969,2582528080
2513,MKD,North Macedonia,1969,1698150
2514,MLI,Mali,1969,5861417
2515,MLT,Malta,1969,304300
2516,MMR,Myanmar,1969,26635852
2517,MNA,Middle East & North Africa (excluding high income),1969,124023275
2518,MNE,Montenegro,1969,513340
2519,MNG,Mongolia,1969,1242213
2520,MNP,Northern Mariana Islands,1969,12577
2521,MOZ,Mozambique,1969,8816056
2522,MRT,Mauritania,1969,1112749
2523,MUS,Mauritius,1969,812405
2524,MWI,Malawi,1969,4582197
2525,MYS,Malaysia,1969,10549395
2526,NAC,North America,1969,223759000
2527,NAM,Namibia,1969,794588
2528,NCL,New Caledonia,1969,104000
2529,NER,Niger,1969,4385925
2530,NGA,Nigeria,1969,54717035
2531,NIC,Nicaragua,1969,2334285
2532,NLD,Netherlands,1969,12877984
2533,NOR,Norway,1969,3847707
2534,NPL,Nepal,1969,11834657
2535,NRU,Nauru,1969,6445
2536,NZL,New Zealand,1969,2772800
2537,OED,OECD members,1969,907848349
2538,OMN,Oman,1969,700725
2539,OSS,Other small states,1969,10813719
2540,PAK,Pakistan,1969,56598148
2541,PAN,Panama,1969,1476481
2542,PER,Peru,1969,13092846
2543,PHL,Philippines,1969,34786309
2544,PLW,Palau,1969,11617
2545,PNG,Papua New Guinea,1969,2718805
2546,POL,Poland,1969,32548300
2547,PRE,Pre-demographic dividend,1969,233087196
2548,PRI,Puerto Rico,1969,2684150
2549,PRK,"Korea, Dem. People's Rep.",1969,14010339
2550,PRT,Portugal,1969,8757705
2551,PRY,Paraguay,1969,2413396
2552,PSS,Pacific island small states,1969,1124577
2553,PST,Post-demographic dividend,1969,832280859
2554,PYF,French Polynesia,1969,106814
2555,QAT,Qatar,1969,100880
2556,ROU,Romania,1969,20009141
2557,RUS,Russian Federation,1969,129664000
2558,RWA,Rwanda,1969,3643237
2559,SAS,South Asia,1969,697706091
2560,SAU,Saudi Arabia,1969,5599909
2561,SDN,Sudan,1969,9954411
2562,SEN,Senegal,1969,4133324
2563,SGP,Singapore,1969,2042500
2564,SLB,Solomon Islands,1969,154830
2565,SLE,Sierra Leone,1969,2693344
2566,SLV,El Salvador,1969,3576834
2567,SMR,San Marino,1969,18980
2568,SOM,Somalia,1969,3386736
2569,SRB,Serbia,1969,6945000
2570,SSA,Sub-Saharan Africa (excluding high income),1969,283028136
2571,SSD,South Sudan,1969,3415572
2572,SSF,Sub-Saharan Africa,1969,283080501
2573,SST,Small states,1969,16772135
2574,STP,Sao Tome and Principe,1969,72501
2575,SUR,Suriname,1969,363574
2576,SVK,Slovak Republic,1969,4518607
2577,SVN,Slovenia,1969,1713874
2578,SWE,Sweden,1969,7968072
2579,SWZ,Eswatini,1969,418739
2580,SXM,Sint Maarten (Dutch part),1969,6354
2581,SYC,Seychelles,1969,52365
2582,SYR,Syrian Arab Republic,1969,6139054
2583,TCA,Turks and Caicos Islands,1969,5765
2584,TCD,Chad,1969,3568402
2585,TEA,East Asia & Pacific (IDA & IBRD countries),1969,1073035646
2586,TEC,Europe & Central Asia (IDA & IBRD countries),1969,347372826
2587,TGO,Togo,1969,2034902
2588,THA,Thailand,1969,35827089
2589,TJK,Tajikistan,1969,2840265
2590,TKM,Turkmenistan,1969,2132800
2591,TLA,Latin America & the Caribbean (IDA & IBRD countries),1969,266952916
2592,TLS,Timor-Leste,1969,559620
2593,TMN,Middle East & North Africa (IDA & IBRD countries),1969,124023275
2594,TON,Tonga,1969,82861
2595,TSA,South Asia (IDA & IBRD),1969,697706091
2596,TSS,Sub-Saharan Africa (IDA & IBRD countries),1969,283080501
2597,TTO,Trinidad and Tobago,1969,937184
2598,TUN,Tunisia,1969,4953379
2599,TUR,Turkey,1969,34055391
2600,TUV,Tuvalu,1969,5671
2601,TZA,Tanzania,1969,13120587
2602,UGA,Uganda,1969,9127855
2603,UKR,Ukraine,1969,46749289
2604,UMC,Upper middle income,1969,1362854382
2605,URY,Uruguay,1969,2795037
2606,USA,United States,1969,202677000
2607,UZB,Uzbekistan,1969,11694843
2608,VCT,St. Vincent and the Grenadines,1969,89565
2609,VEN,"Venezuela, RB",1969,11048256
2610,VGB,British Virgin Islands,1969,9621
2611,VIR,Virgin Islands (U.S.),1969,60300
2612,VNM,Vietnam,1969,42307149
2613,VUT,Vanuatu,1969,82920
2614,WLD,World,1969,3606553753
2615,WSM,Samoa,1969,140495
2616,XKX,Kosovo,1969,1191000
2617,YEM,"Yemen, Rep.",1969,6097042
2618,ZAF,South Africa,1969,21496075
2619,ZMB,Zambia,1969,4045740
2620,ZWE,Zimbabwe,1969,5111326
2621,ARU,Aruba,1970,59070
2622,AFE,Africa Eastern and Southern,1970,170257189
2623,AFG,Afghanistan,1970,11173654
2624,AFW,Africa Western and Central,1970,120269044
2625,AGO,Angola,1970,5890360
2626,ALB,Albania,1970,2135479
2627,AND,Andorra,1970,24275
2628,ARB,Arab World,1970,121785630
2629,ARE,United Arab Emirates,1970,234512
2630,ARG,Argentina,1970,23880564
2631,ARM,Armenia,1970,2525067
2632,ASM,American Samoa,1970,27362
2633,ATG,Antigua and Barbuda,1970,64184
2634,AUS,Australia,1970,12507000
2635,AUT,Austria,1970,7467086
2636,AZE,Azerbaijan,1970,5180032
2637,BDI,Burundi,1970,3479070
2638,BEL,Belgium,1970,9655549
2639,BEN,Benin,1970,2912338
2640,BFA,Burkina Faso,1970,5624592
2641,BGD,Bangladesh,1970,64232486
2642,BGR,Bulgaria,1970,8489574
2643,BHR,Bahrain,1970,212607
2644,BHS,"Bahamas, The",1970,169376
2645,BIH,Bosnia and Herzegovina,1970,3760536
2646,BLR,Belarus,1970,9040000
2647,BLZ,Belize,1970,122184
2648,BMU,Bermuda,1970,55000
2649,BOL,Bolivia,1970,4484004
2650,BRA,Brazil,1970,95113265
2651,BRB,Barbados,1970,238895
2652,BRN,Brunei Darussalam,1970,129530
2653,BTN,Bhutan,1970,297307
2654,BWA,Botswana,1970,627714
2655,CAF,Central African Republic,1970,1811157
